"Z";"Line Name";"Comment";"line keV";"tube KV";"Filter";"Ref Sample";"Ref Line";"Calib.";"Collimator";"Crystal";"Detector";"2Th-Peak";"2Th-Bkg";"LLD";"ULD"
42;"Mo KB1-ALT-Min";;19,61;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";25,657;;50;150
42;"Mo KB1-ALT-Tr";;19,61;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";25,657;;60;140
42;"Mo KB1-HR-Min";;19,61;60;;"QuantExpress-SQ1";"Mo KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";18,079;;50;150
42;"Mo KB1-HR-Tr";;19,61;60;;"QuantExpress-SQ1";"Mo KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";18,079;;60;140
42;"Mo KB1-HS-Tr";;19,61;60;;"QuantExpress-SQ1";"Mo KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";18,079;;60;140
42;"Mo KB1-Maj";;19,61;50;;"QuantExpress-SQ1";"Mo KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";18,079;;35;300
42;"Mo LA1-HR-Min";;2,294;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";76,305;;50;150
42;"Mo LA1-HR-Tr";;2,294;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";76,305;;60;140
42;"Mo LA1-HS-Min";;2,294;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";76,305;;50;150
42;"Mo LA1-HS-Tr";;2,294;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";76,305;;60;140
42;"Mo LB1-HR-Min";;2,394;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";72,583;;50;150
42;"Mo LB1-HR-Tr";;2,394;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";72,583;;60;140
42;"Mo LB1-HS-Min";;2,394;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";72,583;;50;150
42;"Mo LB1-HS-Tr";;2,394;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";72,583;;60;140
7;"N  KA1";;0,392;30;;"QuantExpress-SQ1";"O  KA1-HS";"C,D,*";0,46;"XS-55";"Gas";68,611;;50;150
11;"Na KA1-HR-Min";;1,041;30;;"QuantExpress-SQ2";"Na KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";"24,691*";;50;150
11;"Na KA1-HR-Min";"L";1,041;30;;"QuantExpress-SQ2";"Na KA1-HR-Min/L";"C,*";0,23;"XS-55";"Gas";"24,721*";"23,267; 26,241";60;155
11;"Na KA1-HR-Tr";;1,041;30;;"QuantExpress-SQ2";"Na KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";"24,691*";;50;150
11;"Na KA1-HR-Tr";"QE";1,041;30;;;;;0,23;"XS-55";"Gas";"24,691*";"21,800; 49,520";50;150
11;"Na KA1-HS-Min";;1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";"24,706*";;50;150
11;"Na KA1-HS-Min";"granit";1,041;30;;;;"C";0,46;"XS-55";"Gas";"24,706*";26,92;60;147,9
11;"Na KA1-HS-Min";"granit new";1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D";0,46;"XS-55";"Gas";"24,706*";;50;150
11;"Na KA1-HS-Min";"Oxid_IZK";1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Min/Oxid_IZK";"C";0,46;"XS-55";"Gas";24,726;25,726;57,92;154,2
11;"Na KA1-HS-Tr";;1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";24,726;;50;150
11;"Na KA1-HS-Tr";"veg";1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Tr/veg";"*";0,46;"XS-55";"Gas";"24,770*";"22,996; 26,171";65,83;142,9
11;"Na KA1-Maj";;1,041;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";24,726;;50;150
11;"Na KA1";"S8-Check";1,041;30;;"DC_S8-Check-STG";"Na KA1/S8-Check";"D-";0,46;"XS-55";"Gas";"24,734*";;35;280
41;"Nb KA1-ALT-Min";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";30,38;;50;150
41;"Nb KA1-ALT-Min";"5el";16,62;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"30,410*";29,809;50;150
41;"Nb KA1-ALT-Tr";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";30,38;;60;140
41;"Nb KA1-ALT-Tr";"RbNb-karbonat";16,62;60;;"Rekal-DVG";"Nb KA1-ALT-Tr/RbNb-karbonat";"C,D";0,23;"LiF220";"Sci.";30,38;;60;140
41;"Nb KA1-HR-Min";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";21,369;;50;150
41;"Nb KA1-HR-Min";"T";16,62;50;"Al 500um";"Rekal-DVG";"Nb KA1-HR-Min/T";"D-,*";0,17;"LiF200";"Sci.";"21,392*";21,02;50;150
41;"Nb KA1-HR-Tr";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";21,369;;60;140
41;"Nb KA1-HS-Min";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";21,369;;50;150
41;"Nb KA1-HS-Min";"5el";16,62;50;"Al 500um";"QuantExpress-SQ1";"Nb KA1-HS-Min/5el";"*";0,17;"LiF200";"Sci.";"21,394*";"21,067; 21,762";64,17;137,1
41;"Nb KA1-HS-Tr";;16,62;60;;"QuantExpress-SQ1";"Mo KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";21,369;;60;140
41;"Nb KA1";"GEO-QUANT";16,62;60;;"DC_AusMon";"Nb KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"30,402*";"28,230; 29,842; 32,874";40;160
41;"Nb KB1-ALT-Min";;18,62;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";27,04;;50;150
41;"Nb KB1-ALT-Tr";;18,62;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";27,04;;60;140
41;"Nb KB1-HR-Min";;18,62;60;;"QuantExpress-SQ1";"Mo KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";19,044;;50;150
41;"Nb KB1-HR-Tr";;18,62;60;;"QuantExpress-SQ1";"Mo KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";19,044;;60;140
41;"Nb LA1-HR";;2,166;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";81,694;;60;140
41;"Nb LA1-HS";;2,166;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";81,694;;60;140
41;"Nb LB1-HR";;2,257;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";77,761;;60;140
41;"Nb LB1-HS";;2,257;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";77,761;;60;140
60;"Nd LA1-HR-Min";;5,229;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";72,156;;50;150
60;"Nd LA1-HR-Min";"L";5,229;50;;"Rekal-MSAN-1";"Nd LA1-HR-Min/L";"D-,*";0,17;"LiF200";"Sci.";"72,200*";"71,000; 72,930";52,08;150,8
60;"Nd LA1-HR-Tr";;5,229;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";72,156;;60;140
60;"Nd LA1-HR-Tr";"Ca_Nd_karb";5,229;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D";0,23;"LiF200";"Sci.";72,156;;60;140
60;"Nd LA1-HS-Min";;5,229;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";72,156;;50;150
60;"Nd LA1-HS-Tr";;5,229;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";72,156;;60;140
60;"Nd LB1-ALT-Min";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";99,063;;50;150
60;"Nd LB1-ALT-Tr";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";99,063;;60;140
60;"Nd LB1-HR-Min";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";65,127;;50;150
60;"Nd LB1-HR-Tr";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";65,127;;60;140
60;"Nd LB1-HS-Min";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";65,127;;50;150
60;"Nd LB1-HS-Tr";;5,722;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";65,127;;60;140
60;"Nd MA1-HR-Min";;0,9781;30;;"QuantExpress-SQ2";"Na KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";26,327;;50;150
60;"Nd MA1-HR-Tr";;0,9781;30;;"QuantExpress-SQ2";"Na KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";26,327;;50;150
60;"Nd MA1-HS-Min";;0,9781;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";26,327;;50;150
28;"Ni KA1-ALT-Min";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";71,196;;50;150
28;"Ni KA1-ALT-Tr";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";71,196;;60;140
28;"Ni KA1-ALT-Tr";"Ca_Nd_karb";7,478;50;"Al 100um";"Rekal-MSAN-1";"Ni KA1-ALT-Tr/Ca_Nd_karb";"D-";0,23;"LiF200";"Sci.";"48,675*";48;60;140
28;"Ni KA1-HR-Min";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";48,638;;50;150
28;"Ni KA1-HR-Tr";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";48,638;;60;140
28;"Ni KA1-HS-Min";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";48,638;;50;150
28;"Ni KA1-HS-Min";"a";7,478;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";48,638;;50;150
28;"Ni KA1-HS-Min";"L";7,478;50;"Al 100um";;;"*";0,23;"LiF200";"Sci.";"48,675*";48;55,83;150
28;"Ni KA1-HS-Tr";;7,478;60;;"QuantExpress-SQ1";"Zn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";48,638;;60;140
28;"Ni KA1-Maj";;7,478;50;;"QuantExpress-SQ1";"Zn KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";48,638;;35;300
28;"Ni KA1";"GEO-QUANT";7,478;60;"Al 200um";"DC_AusMon, DC_Herasil";"Ni KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"71,266*";"68,990; 74,120";30;160
28;"Ni KB1-ALT-Min";;8,264;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";63,575;;50;150
28;"Ni KB1-ALT-Tr";;8,264;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";63,575;;60;140
28;"Ni KB1-HR-Min";;8,264;60;;"QuantExpress-SQ1";"Zn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";43,762;;50;150
28;"Ni KB1-HR-Tr";;8,264;60;;"QuantExpress-SQ1";"Zn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";43,762;;60;140
28;"Ni KB1-HS-Tr";;8,264;60;;"QuantExpress-SQ1";"Zn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";43,762;;60;140
28;"Ni KB1-Maj";;8,264;50;;"QuantExpress-SQ1";"Zn KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";43,762;;35;300
28;"Ni LA1-HR";;0,851;30;;"QuantExpress-SQ2";"Na KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";30,306;;50;150
28;"Ni LA1-HS";;0,851;30;;"QuantExpress-SQ2";"Na KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";30,306;;50;150
8;"O  KA1-HR";;0,525;30;;"QuantExpress-SQ1";"O  KA1-HR";"C,D,*";0,23;"XS-55";"Gas";"49,900*";;50;150
8;"O  KA1-HS";;0,525;30;;"QuantExpress-SQ1";"O  KA1-HS";"C,D,*";0,46;"XS-55";"Gas";"49,931*";;50;150
8;"O  KA1-HS";"L";0,525;20;;"QuantExpress-SQ1";"O  KA1-HS/L";"*";0,46;"XS-55";"Gas";"49,918*";47,82;34,17;150
15;"P  KA1-HR-Min";;2,014;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";"89,407*";;50;150
15;"P  KA1-HR-Min";"Fil";2,014;30;"Al 12um";;;;0,23;"PET";"Gas";89,434;;50;150
15;"P  KA1-HR-Min";"L";2,014;40;;"QuantExpress-SQ2";"P  KA1-HR-Min/L";"*";0,23;"PET";"Gas";"89,407*";87,133;64,17;140,8
15;"P  KA1-HR-Tr";;2,014;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";89,434;;60;140
15;"P  KA1-HR-Tr";"Fil";2,014;30;"Al 12um";;;;0,23;"PET";"Gas";89,434;;60;140
15;"P  KA1-HS-Min";;2,014;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";89,434;;50;150
15;"P  KA1-HS-Min";"Fil";2,014;30;"Al 12um";;;;0,46;"PET";"Gas";89,434;;50;150
15;"P  KA1-HS-Min";"granit";2,014;40;;;;;0,23;"PET";"Gas";"89,394*";88,293;65;134,2
15;"P  KA1-HS-Min";"granit new";2,014;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D";0,46;"PET";"Gas";89,434;;50;150
15;"P  KA1-HS-Min";"Oxid_IZK";2,014;40;;;;;0,46;"PET";"Gas";89,434;90,5;65,83;135,8
15;"P  KA1-HS-Tr";;2,014;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";89,434;;60;140
15;"P  KA1-HS-Tr";"Fil";2,014;30;"Al 12um";;;;0,46;"PET";"Gas";89,434;;60;140
82;"Pb LA1-ALT-Min";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"48,715*";;50;150
82;"Pb LA1-ALT-Tr";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";48,742;;60;140
82;"Pb LA1-HR-Min";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";"33,935*";;50;150
82;"Pb LA1-HR-Tr";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";33,949;;60;140
82;"Pb LA1-HS-Min";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";33,949;;50;150
82;"Pb LA1-HS-Tr";;10,55;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";33,949;;60;140
82;"Pb LA1-Maj";;10,55;50;;"QuantExpress-SQ2";"Pb LA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";33,949;;35;300
82;"Pb LB1-ALT-Min";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";40,377;;50;150
82;"Pb LB1-ALT-Tr";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";40,377;;60;140
82;"Pb LB1-HR-Min";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";28,266;;50;150
82;"Pb LB1-HR-Tr";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";28,266;;60;140
82;"Pb LB1-HR-Tr";"BF";12,61;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"28,252*";;60;140
82;"Pb LB1-HR-Tr";"UTh";12,61;50;"Al 500um";"Rekal-MSAN-1";"Pb LB1-HR-Tr/UTh";"D-,*";0,17;"LiF200";"Sci.";"28,252*";28,737;60;140
82;"Pb LB1-HS-Min";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";28,266;;50;150
82;"Pb LB1-HS-Tr";;12,61;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";28,266;;60;140
82;"Pb LB1-Maj";;12,61;50;;"QuantExpress-SQ2";"Pb LA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";28,266;;35;300
82;"Pb LB1";"GEO-QUANT";12,61;60;;"DC_AusMon, DC_Herasil";"Pb LB1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"40,366*";"36,598; 41,217; 44,853";40;160
82;"Pb MA1-HR-Min";;2,343;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";74,43;;50;150
82;"Pb MA1-HR-Tr";;2,343;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";74,43;;60;140
82;"Pb MA1-HS-Min";;2,343;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";74,43;;50;150
82;"Pb MA1-HS-Tr";;2,343;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";74,43;;60;140
82;"Pb MB1-HR-Min";;2,443;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";70,922;;50;150
82;"Pb MB1-HR-Tr";;2,443;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";70,922;;60;140
82;"Pb MB1-HS-Min";;2,443;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";70,922;;50;150
82;"Pb MB1-HS-Tr";;2,443;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";70,922;;60;140
46;"Pd KA1-ALT-Min";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";23,727;;50;150
46;"Pd KA1-ALT-Min";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Min/NoFil";"C,D";0,23;"LiF220";"Sci.";23,727;;50;150
46;"Pd KA1-ALT-Tr";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";23,727;;60;140
46;"Pd KA1-ALT-Tr";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Tr/NoFil";"C,D,*";0,23;"LiF220";"Sci.";23,727;;60;140
46;"Pd KA1-HR-Min";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";16,73;;50;150
46;"Pd KA1-HR-Min";"cat";21,18;50;"Cu 300um";;;"*";0,17;"LiF200";"Sci.";"16,758*";"16,446; 17,169";60,83;134,2
46;"Pd KA1-HR-Min";"f200";21,18;50;"Cu 200um";;;"*";0,23;"LiF200";"Sci.";"16,758*";"15,932; 17,258";67,08;132,9
46;"Pd KA1-HR-Min";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-HR-Min/NoFil";"C,D";0,23;"LiF200";"Sci.";16,73;;50;150
46;"Pd KA1-HR-Tr";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";16,73;;60;140
46;"Pd KA1-HR-Tr";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D";0,23;"LiF200";"Sci.";16,73;;60;140
46;"Pd KA1-HS-Min";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";16,73;;50;150
46;"Pd KA1-HS-Min";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-HS-Min/NoFil";"C,D";0,46;"LiF200";"Sci.";16,73;;50;150
46;"Pd KA1-HS-Tr";;21,18;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";16,73;;60;140
46;"Pd KA1-HS-Tr";"noFilter";21,18;60;;"QuantExpress-SQ3";"Cd KA1-HS-Tr/NoFil";"C,D";0,46;"LiF200";"Sci.";16,73;;60;140
46;"Pd KA1-Maj";;21,18;50;;"QuantExpress-SQ3";"Cd KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";16,73;;35;300
46;"Pd KB1-ALT-Min";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";21,075;;50;150
46;"Pd KB1-ALT-Tr";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";21,075;;60;140
46;"Pd KB1-HR-Min";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";14,872;;50;150
46;"Pd KB1-HR-Min";"cata";23,81;50;"Cu 200um";;;"*";0,23;"LiF200";"Sci.";"14,871*";14,313;50;150
46;"Pd KB1-HR-Tr";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";14,872;;60;140
46;"Pd KB1-HS-Min";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";14,872;;50;150
46;"Pd KB1-HS-Tr";;23,81;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";14,872;;60;140
46;"Pd LA1-HR-Min";;2,839;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";59,897;;50;150
46;"Pd LA1-HR-Min";"c";2,839;30;"Al 12um";;;"*";0,23;"PET";"Gas";"59,962*";"59,185; 60,963";67,92;132,1
46;"Pd LA1-HR-Tr";;2,839;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";59,897;;60;140
46;"Pd LA1-HS-Min";;2,839;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";59,897;;50;150
46;"Pd LA1-HS-Tr";;2,839;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";59,897;;60;140
59;"Pr LA1-HR-Min";;5,033;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";75,443;;50;150
59;"Pr LA1-HR-Tr";;5,033;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";75,443;;60;140
59;"Pr LA1-HS-Min";;5,033;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";75,443;;50;150
59;"Pr LA1-HS-Tr";;5,033;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";75,443;;60;140
59;"Pr LB1-ALT-Min";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";104,915;;50;150
59;"Pr LB1-ALT-Tr";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";104,915;;60;140
59;"Pr LB1-HR-Min";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";68,247;;50;150
59;"Pr LB1-HR-Tr";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";68,247;;60;140
59;"Pr LB1-HS-Min";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";68,247;;50;150
59;"Pr LB1-HS-Tr";;5,489;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";68,247;;60;140
59;"Pr MA1-HR-Min";;0,9292;30;;"QuantExpress-SQ2";"Na KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";27,726;;50;150
59;"Pr MA1-HR-Tr";;0,9292;30;;"QuantExpress-SQ2";"Na KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";27,726;;50;150
59;"Pr MA1-HS-Min";;0,9292;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";27,726;;50;150
59;"Pr MA1-HS-Tr";;0,9292;30;;"QuantExpress-SQ2";"Na KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";27,726;;50;150
78;"Pt LA1-ALT-Min";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";54,919;;50;150
78;"Pt LA1-ALT-Tr";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";54,919;;60;140
78;"Pt LA1-HR-Min";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";38,082;;50;150
78;"Pt LA1-HR-Min";"c";9,441;50;;"QuantExpress-SQ2";"Pt LA1-HR-Min/c";"*";0,23;"LiF200";"Sci.";38,082;"37,366; 38,760";57,92;145,8
78;"Pt LA1-HR-Tr";;9,441;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";38,082;;60;140
